Country|City|Code|Name
CROATIA|PULA|PUY|PULA AIRPORT
NICARAGUA|PUERTO CABEZAS|PUZ|PUERTO CABEZAS AIRPORT
COLOMBIA|PROVIDENCIA|PVA|EL EMBRUJO AIRPORT
UNITED STATES|PROVINCETOWN|PVC|PROVINCETOWN MUNICIPAL AIRPORT
UNITED STATES|PROVIDENCE|PVD|THEODORE FRANCIS GREEN STATE AIRPORT
CHINA|SHANGHAI|PVG|SHANGHAI PUDONG INTERNATIONAL AIRPORT
BRAZIL|PORTO VELHO|PVH|GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA AIRPORT
GREECE|PREVEZA|PVK|AKTION NATIONAL AIRPORT
ECUADOR|PORTOVIEJO|PVO|REALES TAMARINDOS AIRPORT
MEXICO|PUERTO VALLARTA|PVR|LICENCIADO GUSTAVO DIAZ ORDAZ INTERNATIONAL AIRPORT
RUSSIA|PROVIDENIYA BAY|PVS|PROVIDENIYA BAY AIRPORT
UNITED STATES|PROVO|PVU|PROVO MUNICIPAL AIRPORT
RUSSIA|PEVEK|PWE|PEVEK AIRPORT
UNITED STATES|CHICAGO-WHEELING|PWK|CHICAGO EXECUTIVE AIRPORT
UNITED STATES|PORTLAND|PWM|PORTLAND INTERNATIONAL JETPORT AIRPORT
KAZAKHSTAN|PAVLODAR|PWQ|PAVLODAR AIRPORT
UNITED STATES|BREMERTON|PWT|BREMERTON NATIONAL AIRPORT
UNITED STATES|PINEDALE|PWY|RALPH WENZ FIELD
UNITED STATES|PERRY|PXE|PERRY HOUSTON COUNTY AIRPORT
AUSTRALIA|PROMINENT HILL|PXH|PROMINENT HILL AIRPORT
MEXICO|PUERTO ESCONDIDO|PXM|PUERTO ESCONDIDO INTERNATIONAL AIRPORT
PORTUGAL|PORTO SANTO|PXO|PORTO SANTO AIRPORT
VIETNAM|PLEIKU|PXU|PLEIKU AIRPORT
COOK ISLANDS|PENRHYN ISLAND|PYE|TONGAREVA AIRPORT
VENEZUELA|PUERTO AYACUCHO|PYH|CACIQUE ARAMARE AIRPORT
RUSSIA|YAKUTIA|PYJ|POLYARNY AIRPORT
IRAN|KARAJ|PYK|PAYAM INTERNATIONAL AIRPORT
UNITED STATES|PLYMOUTH|PYM|PLYMOUTH MUNICIPAL AIRPORT
UNITED STATES|CENTRE|PYP|CENTRE-PIEDMONT-CHEROKEE COUNTY REGIONAL AIRPORT
GREECE|ANDRAVIDA|PYR|ANDRAVIDA AIR BASE
THAILAND|PAI|PYY|MAE HONG SON AIRPORT
COLOMBIA|PAZ DE ARIPORO|PZA|PAZ DE ARIPORO AIRPORT
SOUTH AFRICA|PIETERMARITZBURG|PZB|PIETERMARITZBURG AIRPORT
UNITED KINGDOM|PENZANCE|PZE|PENZANCE HELIPORT
PAKISTAN|ZHOB|PZH|ZHOB AIRPORT
SOUTH AFRICA|PHINDA|PZL|ZULU INYALA AIRPORT
VENEZUELA|GUAYANA|PZO|GENERAL MANUEL CARLOS PIAR INTERNATIONAL AIRPORT
SUDAN|PORT SUDAN|PZU|PORT SUDAN NEW INTERNATIONAL AIRPORT
SLOVAKIA|PIESTANY|PZY|PIESTANY AIRPORT
ALGERIA|ECH-CHELIFF|QAS|ECH CHELIFF AIRPORT
CANADA|BELLA COOLA|QBC|BELLA COOLA AIRPORT
BRAZIL|SOBRAL|QBX|SOBRAL AIRPORT
BRAZIL|BOTUCATU|QCJ|BOTUCATU - TANCREDO DE ALMEIDA NEVES AIRPORT
UNITED KINGDOM|CONINGSBY|QCY|RAF CONINGSBY
ALGERIA|DJELFA|QDJ|TSLETSI AIRPORT
GERMANY|EGELSBACH|QEF|FRANKFURT-EGELSBACH AIRPORT
ALGERIA|BOUFARIK|QFD|BOUFARIK AIRPORT
UNITED KINGDOM|DUXFORD|QFO|DUXFORD AIRPORT
HUNGARY|GYOR|QGY|GYOR-PER INTERNATIONAL AIRPORT
BRAZIL|TAUBATE|QHP|BASE DE AVIACAO DE TAUBATE AIRPORT
ETHIOPIA|DEBRE ZEYIT|QHR|HARAR MEDA AIRPORT
BELGIUM|KORTRIJK-VEVELGEM|QKT|WEVELGEM AIRPORT
UNITED KINGDOM|LASHAM|QLA|LASHAM AIRPORT
ITALY|SARZANA (SP)|QLP|SARZANA-LUNI AIR BASE
SWITZERLAND|LAUSANNE|QLS|LAUSANNE-BLECHERETTE AIRPORT
ITALY|LATINA|QLT|LATINA AIR BASE
IRAN|MASJED SOLEIMAN|QMJ|SHAHID ASYAEE AIRPORT
SWITZERLAND|NEUCHATEL|QNC|NEUCHATEL AIRPORT
FRANCE|ANNEMASSE|QNJ|ANNEMASSE AIRPORT
BRAZIL|NOVA IGUACU|QNV|AEROCLUBE AIRPORT
FRANCE|MACON|QNX|MACON-CHARNAY AIRPORT
NIGERIA|IMO|QOW|SAM MBAKWE INTERNATIONAL AIRPORT
ITALY|PADOVA|QPA|PADOVA AIRPORT
SINGAPORE|PAYA LEBAR|QPG|PAYA LEBAR AIR BASE
BRAZIL|PIRACUNUNGA|QPS|CAMPO FONTENELLE AIRPORT
ITALY|PIACENZA|QPZ|PIACENZA SAN DAMIANO AIR BASE
SOUTH AFRICA|JOHANNESBURG|QRA|RAND AIRPORT
AUSTRALIA|Narromine|QRM|NARROMINE AIRPORT
MEXICO|QUERETARO|QRO|QUERETARO INTERCONTINENTAL AIRPORT
AUSTRALIA|Warren|QRR|WARREN AIRPORT
SPAIN|SABADELL|QSA|SABADELL AIRPORT
BRAZIL|SAO CARLOS|QSC|SAO CARLOS AIRPORT
ALGERIA|SETIF|QSF|AIN ARNAT AIRPORT
CUBA|SAN NICOLAS|QSN|SAN NICOLAS DE BARI AIRPORT
ITALY|SALERNO|QSR|SALERNO COSTA D'AMALFI AIRPORT
NIGERIA|UYO|QUO|AKWA IBOM INTERNATIONAL AIRPORT
NIGERIA|GUSAU|QUS|GUSAU AIRPORT
JAPAN|Utsunomiya|QUT|UTSUNOMIYA AIRPORT
FINLAND|UTTI|QVY|UTTI AIR BASE
FRANCE|AIX-LES-MILLES|QXB|AIX-EN-PROVENCE (BA 114) AIRPORT
POLAND|RADOM|QXR|RADOM AIRPORT
POLAND|GDYNIA|QYD|OKSYWIE MILITARY AIR BASE
FRANCE|TROYES|QYR|TROYES-BARBEREY AIRPORT
PAPUA NEW GUINEA|TOKUA|RAB|TOKUA AIRPORT
UNITED STATES|RACINE|RAC|JOHN H BATTEN AIRPORT
SAUDI ARABIA|ARAR|RAE|ARAR DOMESTIC AIRPORT
SAUDI ARABIA|RAFHA|RAH|RAFHA DOMESTIC AIRPORT
CAPE VERDE|SANTIAGO ISLAND|RAI|PRAIA INTERNATIONAL AIRPORT
INDIA|RAJKOT|RAJ|RAJKOT AIRPORT
MOROCCO|MARRAKECH|RAK|MENARA AIRPORT
UNITED STATES|RIVERSIDE|RAL|RIVERSIDE MUNICIPAL AIRPORT
AUSTRALIA|RAMINGINING|RAM|RAMINGINING AIRPORT
BRAZIL|RIBEIRAO PRETO|RAO|LEITE LOPES AIRPORT
UNITED STATES|RAPID CITY|RAP|RAPID CITY REGIONAL AIRPORT
COOK ISLANDS|AVARUA|RAR|RAROTONGA INTERNATIONAL AIRPORT
IRAN|RASHT|RAS|SARDAR-E-JANGAL AIRPORT
RUSSIA|RADUZHNYI|RAT|RADUZHNY AIRPORT
PAKISTAN|RAWALA KOT|RAZ|RAWALAKOT AIRPORT
MOROCCO|RABAT|RBA|RABAT-SALE AIRPORT
BRAZIL|BORBA|RBB|BORBA AIRPORT
UNITED STATES|DALLAS|RBD|DALLAS EXECUTIVE AIRPORT
CAMBODIA|RATANAKIRI|RBE|RATANAKIRI AIRPORT
UNITED STATES|MURRIETA-TEMECULA|RBK|FRENCH VALLEY AIRPORT
GERMANY|STRAUBING|RBM|STRAUBING AIRPORT
BRAZIL|RIO BRANCO|RBR|PLACIDO DE CASTRO AIRPORT
SOLOMON ISLANDS|RAMATA|RBV|RAMATA AIRPORT
SUDAN|RUMBEK|RBX|RUMBEK AIRPORT
UNITED STATES|RUBY|RBY|RUBY AIRPORT
UNITED STATES|RAPID CITY|RCA|ELLSWORTH AIR FORCE BASE
SOUTH AFRICA|RICHARD'S BAY|RCB|RICHARDS BAY AIRPORT
COLOMBIA|RIO HACHA|RCH|ALMIRANTE PADILLA AIRPORT
VANUATU|REDCLIFFE|RCL|REDCLIFFE AIRPORT
AUSTRALIA|RICHMOND|RCM|RICHMOND AIRPORT
FRANCE|ROCHEFORT|RCO|ROCHEFORT-SAINT-AGNANT (BA 721) AIRPORT
UNITED KINGDOM|ROCHESTER|RCS|ROCHESTER AIRPORT
ARGENTINA|RIO CUARTO|RCU|AREA DE MATERIAL AIRPORT
UNITED STATES|ROCKINGHAM|RCZ|RICHMOND COUNTY AIRPORT
BRAZIL|REDENCAO|RDC|REDENCAO AIRPORT
UNITED STATES|REDDING|RDD|REDDING MUNICIPAL AIRPORT
UNITED STATES|READING|RDG|READING REGIONAL CARL A SPAATZ FIELD
UNITED STATES|REDMOND-BEND|RDM|ROBERTS FIELD
MALAYSIA|REDANG|RDN|LTS PULAU REDANG AIRPORT
INDIA|DURGAPUR|RDP|KAZI NAZRUL ISLAM AIRPORT
UNITED STATES|RED RIVER|RDR|GRAND FORKS AIR FORCE BASE
ARGENTINA|RINCON DE LOS SAUCES|RDS|RINCON DE LOS SAUCES AIRPORT
UNITED STATES|RALEIGH-DURHAM|RDU|RALEIGH DURHAM INTERNATIONAL AIRPORT
FRANCE|RODEZ|RDZ|RODEZ-MARCILLAC AIRPORT
FRENCH POLYNESIA|REAO|REA|REAO AIRPORT
BRAZIL|RECIFE|REC|GUARARAPES - GILBERTO FREYRE INTERNATIONAL AIRPORT
ITALY|REGGIO CALABRIA|REG|REGGIO CALABRIA AIRPORT
UNITED STATES|REDLANDS|REI|REDLANDS MUNICIPAL AIRPORT
ARGENTINA|TRELEW|REL|ALMIRANTE MARCO ANDRES ZAR AIRPORT
RUSSIA|ORENBURG|REN|ORENBURG CENTRAL AIRPORT
CAMBODIA|SIEM-REAP|REP|SIEM REAP INTERNATIONAL AIRPORT
ARGENTINA|RESISTENCIA|RES|RESISTENCIA INTERNATIONAL AIRPORT
NORWAY|ROST|RET|ROST AIRPORT
SPAIN|REUS|REU|REUS AIR BASE
MEXICO|REYNOSA|REX|GENERAL LUCIO BLANCO INTERNATIONAL AIRPORT
BOLIVIA|REYES|REY|REYES AIRPORT
UNITED STATES|ROCKFORD|RFD|CHICAGO ROCKFORD INTERNATIONAL AIRPORT
FRENCH POLYNESIA|RAIATEA ISLAND|RFP|RAIATEA AIRPORT
NICARAGUA|ROSITA|RFS|ROSITA AIRPORT
ARGENTINA|RIO GRANDE|RGA|HERMES QUIJADA INTERNATIONAL AIRPORT
FRENCH POLYNESIA|RANGIROA|RGI|RANGIROA AIRPORT
RUSSIA|GORNO-ALTAYSK|RGK|GORNO-ALTAYSK AIRPORT
ARGENTINA|RIO GALLEGOS|RGL|PILOTO CIVIL N. FERNANDEZ AIRPORT
BURMA|YANGON|RGN|YANGON INTERNATIONAL AIRPORT
SPAIN|BURGOS|RGS|BURGOS AIRPORT
INDONESIA|RENGAT|RGT|JAPURA AIRPORT
ARGENTINA|RIO HONDO|RHD|TERMAS DE RIO HONDO INTERNATIONAL AIRPORT
FRANCE|REIMS|RHE|REIMS-CHAMPAGNE (BA 112) AIR BASE
UNITED STATES|RHINELANDER|RHI|RHINELANDER ONEIDA COUNTY AIRPORT
GREECE|RHODOS|RHO|DIAGORAS AIRPORT
NEPAL|RAMECHHAP|RHP|RAMECHHAP AIRPORT
UNITED STATES|SAN JOSE|RHV|REID-HILLVIEW AIRPORT OF SANTA CLARA COUNTY
BRAZIL|SANTA MARIA|RIA|SANTA MARIA AIRPORT
BOLIVIA|RIBERALTA|RIB|CAPITAN AV. SELIN ZEITUN LOPEZ AIRPORT
UNITED STATES|RICHMOND|RIC|RICHMOND INTERNATIONAL AIRPORT
UNITED STATES|RICHMOND|RID|RICHMOND MUNICIPAL AIRPORT
UNITED STATES|RICHFIELD|RIF|RICHFIELD MUNICIPAL AIRPORT
PERU|RIOJA|RIJ|JUAN SIMONS VELA AIRPORT
UNITED STATES|RIFLE|RIL|GARFIELD COUNTY REGIONAL AIRPORT
SOLOMON ISLANDS|RINGI COVE|RIN|RINGI COVE AIRPORT
UNITED STATES|RIVERSIDE|RIR|FLABOB AIRPORT
JAPAN|RISHIRI ISLAND|RIS|RISHIRI AIRPORT
UNITED STATES|RANCHO MURIETA|RIU|RANCHO MURIETA AIRPORT
UNITED STATES|RIVERSIDE|RIV|MARCH ARB AIRPORT
UNITED STATES|RIVERTON WY|RIW|RIVERTON REGIONAL AIRPORT
LATVIA|RIGA|RIX|RIGA INTERNATIONAL AIRPORT
YEMEN|MUKALLA|RIY|MUKALLA INTERNATIONAL AIRPORT
INDIA|RAJAHMUNDRY|RJA|RAJAHMUNDRY AIRPORT
BANGLADESH|RAJSHAHI|RJH|SHAH MOKHDUM AIRPORT
CROATIA|RIJEKA|RJK|RIJEKA AIRPORT
SPAIN|LOGRONO-AGONCILLO|RJL|LOGRONO-AGONCILLO AIRPORT
IRAN|RAFSANJAN|RJN|RAFSANJAN AIRPORT
UNITED STATES|ROCKLAND|RKD|KNOX COUNTY REGIONAL AIRPORT
DENMARK|COPENHAGEN|RKE|COPENHAGEN ROSKILDE AIRPORT
UNITED STATES|ROCK HILL|RKH|ROCK HILL - YORK COUNTY AIRPORT
UNITED STATES|ROCKPORT|RKP|ARANSAS COUNTY AIRPORT
UNITED STATES|POTEAU|RKR|ROBERT S KERR AIRPORT
UNITED STATES|ROCK SPRINGS|RKS|ROCK SPRINGS SWEETWATER COUNTY AIRPORT
UNITED ARAB EMIRATES|RAS AL KHAIMAH|RKT|RAS AL KHAIMAH INTERNATIONAL AIRPORT
ICELAND|REYKJAVIK|RKV|REYKJAVIK AIRPORT
GERMANY|LAAGE|RLG|ROSTOCK-LAAGE AIRPORT
CHINA|BAYANNUR|RLK|BAYANNUR TIANJITAI AIRPORT
AUSTRALIA|ROMA|RMA|ROMA AIRPORT
UNITED STATES|ROME|RME|GRIFFISS INTERNATIONAL AIRPORT
EGYPT|MARSA ALAM|RMF|MARSA ALAM INTERNATIONAL AIRPORT
UNITED STATES|ROME|RMG|RICHARD B RUSSELL AIRPORT
ITALY|RIMINI|RMI|FEDERICO FELLINI INTERNATIONAL AIRPORT
AUSTRALIA|RENMARK|RMK|RENMARK AIRPORT
SRI LANKA|COLOMBO|RML|COLOMBO RATMALANA AIRPORT
TAIWAN|TAICHUNG|RMQ|TAICHUNG CHING CHUANG KANG AIRPORT
GERMANY|RAMSTEIN|RMS|RAMSTEIN AIR BASE
FRENCH POLYNESIA|RIMATARA|RMT|RIMATARA AIRPORT
UNITED STATES|MARIPOSA|RMY|MARIPOSA YOSEMITE AIRPORT
SOLOMON ISLANDS|ULAWA|RNA|ULAWA AIRPORT
SWEDEN|RONNEBY|RNB|RONNEBY AIRPORT
UNITED STATES|SAN ANTONIO|RND|RANDOLPH AIR FORCE BASE
FRANCE|ROANNE|RNE|ROANNE-RENAISON AIRPORT
UNITED STATES|NEW RICHMOND|RNH|NEW RICHMOND REGIONAL AIRPORT
NICARAGUA|CORN ISLAND|RNI|CORN ISLAND
JAPAN|YORON|RNJ|YORON AIRPORT
SOLOMON ISLANDS|RENNELL ISLAND|RNL|RENNELL TINGOA AIRPORT
UNITED STATES|RAMONA|RNM|RAMONA AIRPORT
DENMARK|RONNE|RNN|BORNHOLM AIRPORT
UNITED STATES|RENO|RNO|RENO TAHOE INTERNATIONAL AIRPORT
FRANCE|RENNES|RNS|RENNES-SAINT-JACQUES AIRPORT
UNITED STATES|RENTON|RNT|RENTON MUNICIPAL AIRPORT
UNITED STATES|ROANOKE VA|ROA|ROANOKE-BLACKSBURG REGIONAL AIRPORT
LIBERIA|MONROVIA|ROB|ROBERTS INTERNATIONAL AIRPORT
UNITED STATES|ROCHESTER|ROC|GREATER ROCHESTER INTERNATIONAL AIRPORT
SOUTH AFRICA|ROBERTSON|ROD|ROBERTSON AIRPORT
THAILAND|ROI ET|ROI|ROI ET AIRPORT
AUSTRALIA|ROCKHAMPTON|ROK|ROCKHAMPTON AIRPORT
ITALY|ROME|ROM|ROME AIRPORTS							
BRAZIL|RONDONOPOLIS|ROO|MAESTRO MARINHO FRANCO AIRPORT
NORTHERN MARIANA ISLANDS|ROTA|ROP|ROTA INTERNATIONAL AIRPORT
PALAU|BABELTHUAP|ROR|BABELTHUAP AIRPORT
ARGENTINA|ROSARIO|ROS|ISLAS MALVINAS AIRPORT
NEW ZEALAND|ROTORUA|ROT|ROTORUA REGIONAL AIRPORT
RUSSIA|ROSTOV|ROV|ROSTOV-ON-DON AIRPORT
UNITED STATES|ROSWELL|ROW|ROSWELL INTERNATIONAL AIR CENTER AIRPORT
AUSTRALIA|ROPER BAR|RPB|ROPER BAR AIRPORT
AUSTRALIA|Surallah|RPM|NGUKURR AIRPORT
ISRAEL|ROSH PINA|RPN|BEN YA'AKOV AIRPORT
INDIA|RAIPUR|RPR|RAIPUR AIRPORT
IRAQ|QAYYARAH|RQW|QAYYARAH WEST AIRPORT
MAURITIUS|RODRIGUEZ ISLAND|RRG|SIR CHARLES GAETAN DUVAL AIRPORT
INDIA|ROURKELA|RRK|ROURKELA AIRPORT
NORWAY|ROROS|RRS|ROROS AIRPORT
ARGENTINA|SANTA ROSA|RSA|SANTA ROSA AIRPORT
BAHAMAS|ROCK SOUND|RSD|ROCK SOUND AIRPORT
UNITED STATES|RUSSIAN MISSION|RSH|RUSSIAN MISSION AIRPORT
UNITED STATES|RUSSELL|RSL|RUSSELL MUNICIPAL AIRPORT
UNITED STATES|ROCHESTER|RST|ROCHESTER INTERNATIONAL AIRPORT
SOUTH KOREA|YEOSU|RSU|YEOSU AIRPORT
UNITED STATES|FORT MYERS|RSW|SOUTHWEST FLORIDA INTERNATIONAL AIRPORT
FIJI|ROTUMA|RTA|ROTUMA AIRPORT
HONDURAS|ROATAN|RTB|JUAN MANUEL GALVEZ INTERNATIONAL AIRPORT
INDIA|Ratnagiri|RTC|RATNAGIRI AIRPORT
INDONESIA|RUTENG|RTG|FRANS SALES LEGA AIRPORT
NETHERLANDS|ROTTERDAM|RTM|ROTTERDAM THE HAGUE AIRPORT
AUSTRALIA|ROTTNEST ISLAND|RTS|ROTTNEST ISLAND AIRPORT
RUSSIA|SARATOV|RTW|SARATOV CENTRAL AIRPORT
UGANDA|ARUA|RUA|ARUA AIRPORT
CHINA|RUGAO|RUG|RUGAO AIR BASE
SAUDI ARABIA|RIYADH|RUH|KING KHALED INTERNATIONAL AIRPORT
NEPAL|RUKUMKOT|RUK|RUKUMKOT AIRPORT
NEPAL|RUMJATAR|RUM|RUMJATAR AIRPORT
REUNION|ST.-DENIS|RUN|ROLAND GARROS AIRPORT
FRENCH POLYNESIA|RURUTU|RUR|RURUTU AIRPORT
SOLOMON ISLANDS|MARAU|RUS|MARAU AIRPORT
UNITED STATES|RUTLAND|RUT|RUTLAND - SOUTHERN VERMONT REGIONAL AIRPORT
GUATEMALA|RUBELSANTO|RUV|RUBELSANTO AIRPORT
MADAGASCAR|FARAFANGANA|RVA|FARAFANGANA AIRPORT
BRAZIL|RIO VERDE|RVD|GENERAL LEITE DE CASTRO AIRPORT
COLOMBIA|SARAVENA|RVE|LOS COLONIZADORES AIRPORT
NORWAY|RORVIK|RVK|RORVIK AIRPORT\
FINLAND|ROVANIEMI|RVN|ROVANIEMI AIRPORT
PUERTO RICO|CEIBA|RVR|JOSE APONTE DE LA TORRE AIRPORT
UNITED STATES|TULSA|RVS|RICHARD LLOYD JONES JR AIRPORT
AUSTRALIA|RAVENSTHORPE|RVT|RAVENSTHORPE AIRPORT
FRENCH POLYNESIA|RAIVAVAE|RVV|RAIVAVAE AIRPORT
URUGUAY|RIVERA|RVY|PRESIDENTE GENERAL DON OSCAR D. GESTIDO INTERNATIONAL AIRPORT
UNITED STATES|REDWOOD FALLS|RWF|REDWOOD FALLS MUNICIPAL AIRPORT
UNITED STATES|ROCKY MOUNT|RWI|ROCKY MOUNT WILSON REGIONAL AIRPORT
UNITED STATES|RAWLINS|RWL|RAWLINS MUNICIPAL AIRPORT HARVEY FIELD
UKRAINE|RIVNE|RWN|RIVNE INTERNATIONAL AIRPORT
PHILIPPINES|ROXAS CITY|RXS|ROXAS AIRPORT
RUSSIA|RYBINSK|RYB|STAROSELYE AIRPORT
NORWAY|RYGGE|RYG|MOSS-RYGGE AIRPORT
PAKISTAN|RAHIM YAR KHAN|RYK|SHAIKH ZAID AIRPORT
FRANCE|ROYAN|RYN|ROYAN-MEDIS AIRPORT
UNITED STATES|ATLANTA|RYY|COBB COUNTY-MC COLLUM FIELD
ARGENTINA|SANTA CRUZ|RZA|SANTA CRUZ AIRPORT
POLAND|RZESZOW|RZE|RZESZOW-JASIONKA AIRPORT
PHILIPPINES|TAYTAY|RZP|CESAR LIM RODRIGUEZ AIRPORT
IRAN|RAMSAR|RZR|RAMSAR AIRPORT
PAKISTAN|SINDH|RZS|SAHIWAL AIRPORT
UNITED STATES|PROSSER|S40|PROSSER AIRPORT
UNITED STATES|PORT O\\'CONNOR|S46|PORT O'CONNOR PRIVATE AIRPORT
UNITED STATES|SARATOGA|SAA|SHIVELY FIELD
NETHERLANDS ANTILLES|SABA|SAB|JUANCHO E. YRAUSQUIN AIRPORT
UNITED STATES|SACRAMENTO|SAC|SACRAMENTO EXECUTIVE AIRPORT
UNITED STATES|SAFFORD|SAD|SAFFORD REGIONAL AIRPORT
UNITED STATES|SANTA FE|SAF|SANTA FE MUNICIPAL AIRPORT
YEMEN|SANAA|SAH|SANA'A INTERNATIONAL AIRPORT
ICELAND|SAUDARKROKUR|SAK|SAUÐARKROKUR AIRPORT
EL SALVADOR|SAN SALVADOR|SAL|EL SALVADOR INTERNATIONAL AIRPORT
UNITED STATES|SAN DIEGO|SAN|SAN DIEGO INTERNATIONAL AIRPORT
HONDURAS|SAN PEDRO SULA|SAP|RAMON VILLEDA MORALES INTERNATIONAL AIRPORT
BAHAMAS|SAN ANDROS|SAQ|SAN ANDROS AIRPORT
UNITED STATES|SAN ANTONIO|SAT|SAN ANTONIO INTERNATIONAL AIRPORT
UNITED STATES|SAVANNAH|SAV|SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT
TURKEY|ISTANBUL|SAW|SABIHA GOKCEN INTERNATIONAL AIRPORT
ITALY|SIENA|SAY|SIENA-AMPUGNANO AIRPORT
UNITED STATES|SANTA BARBARA|SBA|SANTA BARBARA MUNICIPAL AIRPORT
UNITED STATES|SAN BERNARDINO|SBD|SAN BERNARDINO INTERNATIONAL AIRPORT
INDONESIA|SABANG|SBG|MAIMUN SALEH AIRPORT
FRANCE|GUSTAVIA|SBH|GUSTAF III AIRPORT
FRANCE|ST.-BRIEUC ARMOR|SBK|SAINT-BRIEUC-ARMOR AIRPORT
UNITED STATES|SHEBOYGAN|SBM|SHEBOYGAN COUNTY MEMORIAL AIRPORT
UNITED STATES|SOUTH BEND|SBN|SOUTH BEND REGIONAL AIRPORT
UNITED STATES|SANTA BARBARA|SBO|EMANUEL COUNTY AIRPORT
UNITED STATES|SAN LUIS OBISPO|SBP|SAN LUIS COUNTY REGIONAL AIRPORT
AUSTRALIA|SAIBAI ISLAND|SBR|SAIBAI ISLAND AIRPORT
UNITED STATES|STEAMBOAT SPRINGS|SBS|STEAMBOAT SPRINGS BOB ADAMS FIELD
SOUTH AFRICA|SPRINGBOK|SBU|SPRINGBOK AIRPORT
MALAYSIA|SIBU|SBW|SIBU AIRPORT
UNITED STATES|SALISBURY|SBY|SALISBURY OCEAN CITY WICOMICO REGIONAL AIRPORT
ROMANIA|SIBIU|SBZ|SIBIU INTERNATIONAL AIRPORT
UNITED STATES|DEADHORSE|SCC|DEADHORSE AIRPORT
UNITED STATES|SYLACAUGA|SCD|MERKEL FIELD SYLACAUGA MUNICIPAL AIRPORT
UNITED STATES|STATE COLLEGE PENNSYLVANIA|SCE|UNIVERSITY PARK AIRPORT
UNITED STATES|SCOTIA NY|SCH|SCHENECTADY COUNTY AIRPORT
UNITED STATES|STOCKTON|SCK|STOCKTON METROPOLITAN AIRPORT
CHILE|SANTIAGO|SCL|COMODORO ARTURO MERINO BENITEZ INTERNATIONAL AIRPORT
UNITED STATES|SCAMMON BAY|SCM|SCAMMON BAY AIRPORT
GERMANY|SAARBRUECKEN|SCN|SAARBRUCKEN AIRPORT
KAZAKHSTAN|AKTAU|SCO|AKTAU AIRPORT
SPAIN|SANTIAGO|SCQ|SANTIAGO DE COMPOSTELA AIRPORT
UNITED KINGDOM|SCATSTA|SCS|SCATSTA AIRPORT
YEMEN|SOCOTRA|SCT|SOCOTRA INTERNATIONAL AIRPORT
CUBA|SANTIAGO DE CUBA|SCU|ANTONIO MACEO INTERNATIONAL AIRPORT
ROMANIA|SUCEAVA|SCV|SUCEAVA STEFAN CEL MARE AIRPORT
RUSSIA|SYKTYVKAR|SCW|SYKTYVKAR AIRPORT
ECUADOR|SAN CRISTOBAL|SCY|SAN CRISTOBAL AIRPORT
SOLOMON ISLANDS|SANTA CRUZ GRACIOSA BAY LUOVA|SCZ|SANTA CRUZ GRACIOSA BAY LUOVA AIRPORT
UNITED STATES|WILLIAMSON|SDC|WILLIAMSON SODUS AIRPORT
ANGOLA|LUBANGO|SDD|LUBANGO AIRPORT
ARGENTINA|SANTIAGO DEL ESTERO|SDE|VICECOMODORO ANGEL D. LA PAZ ARAGONES AIRPORT
UNITED STATES|LOUISVILLE|SDF|LOUISVILLE INTERNATIONAL STANDIFORD FIELD
IRAN|SANANDAJ|SDG|SANANDAJ AIRPORT
JAPAN|SENDAI|SDJ|SENDAI AIRPORT
MALAYSIA|SANDAKAN|SDK|SANDAKAN AIRPORT
SWEDEN|SUNDSVALL|SDL|SUNDSVALL-HARNOSAND AIRPORT
UNITED STATES|SAN DIEGO|SDM|BROWN FIELD MUNICIPAL AIRPORT
NORWAY|SANDANE|SDN|SANDANE AIRPORT (ANDA)
UNITED STATES|SAND POINT|SDP|SAND POINT AIRPORT
DOMINICAN REPUBLIC|SANTO DOMINGO|SDQ|LAS AMERICAS INTERNATIONAL AIRPORT
SPAIN|SANTANDER|SDR|SANTANDER AIRPORT
JAPAN|SADO|SDS|SADO AIRPORT
PAKISTAN|SAIDU SHARIF|SDT|SAIDU SHARIF AIRPORT
BRAZIL|RIO DE JANEIRO|SDU|SANTOS DUMONT AIRPORT
ISRAEL|TEL-AVIV|SDV|SDE DOV AIRPORT
UNITED STATES|SEDONA|SDX|SEDONA AIRPORT
UNITED STATES|SIDNEY|SDY|SIDNEY RICHLAND MUNICIPAL AIRPORT
UNITED STATES|SEATTLE|SEA|SEATTLE TACOMA INTERNATIONAL AIRPORT
LIBYA|SEBHA|SEB|SABHA AIRPORT
UNITED STATES|EL CAJON|SEE|GILLESPIE FIELD
UNITED STATES|SEBRING|SEF|SEBRING REGIONAL AIRPORT
INDONESIA|SENGGEH-PAPUA ISLAND|SEH|SENGGEH AIRPORT
RUSSIA|SREDNEKOLYMSK|SEK|SREDNEKOLYMSK AIRPORT
UNITED STATES|SELMA|SEM|CRAIG FIELD
UNITED KINGDOM|SOUTHEND|SEN|SOUTHEND AIRPORT
TANZANIA|SERONERA|SEU|SERONERA AIRPORT
MAURITANIA|SELIBABI|SEY|SELIBABY AIRPORT
SEYCHELLES|MAHE|SEZ|SEYCHELLES INTERNATIONAL AIRPORT
TUNISIA|SFAX|SFA|SFAX THYNA INTERNATIONAL AIRPORT
UNITED STATES|SANFORD|SFB|ORLANDO SANFORD INTERNATIONAL AIRPORT
GUADELOUPE|ST-FRANCOIS|SFC|ST-FRANCOIS AIRPORT
